country_name,country_code,pop_total,pop_density,GDP,basic_water,safe_water,basic_san,safe_san,C1_School closing_1,C1_School closing_2,C1_School closing_3,C2_Workplace closing_1,C2_Workplace closing_2,C2_Workplace closing_3,C3_Cancel public events_1,C3_Cancel public events_2,C4_Restrictions on gatherings_1,C4_Restrictions on gatherings_2,C4_Restrictions on gatherings_3,C4_Restrictions on gatherings_4,C5_Close public transport_1,C5_Close public transport_2,C6_Stay at home requirements_1,C6_Stay at home requirements_2,C6_Stay at home requirements_3,C7_Restrictions on internal movement_1,C7_Restrictions on internal movement_2,C8_International travel controls_1,C8_International travel controls_2,C8_International travel controls_3,C8_International travel controls_4,E1_Income support_1,E1_Income support_2,E2_Debt/contract relief_1,E2_Debt/contract relief_2,H1_Public information campaigns_1,H1_Public information campaigns_2,H2_Testing policy_1,H2_Testing policy_2,H2_Testing policy_3,H3_Contact tracing_1,H3_Contact tracing_2,H6_Facial Coverings_1,H6_Facial Coverings_2,H6_Facial Coverings_3,H6_Facial Coverings_4,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,pct_fever_weighted,pct_cough_weighted,pct_difficulty_breathing_weighted,pct_fatigue_weighted,pct_stuffy_runny_nose_weighted,pct_aches_muscle_pain_weighted,pct_sore_throat_weighted,pct_chest_pain_weighted,pct_nausea_weighted,pct_anosmia_ageusia_weighted,pct_eye_pain_weighted,pct_headache_weighted,pct_chills_weighted,pct_cmnty_sick_weighted,pct_ever_tested_weighted,pct_tested_recently_weighted,pct_worked_outside_home_weighted,pct_grocery_outside_home_weighted,pct_ate_outside_home_weighted,pct_spent_time_with_non_hh_weighted,pct_attended_public_event_weighted,pct_used_public_transit_weighted,pct_direct_contact_with_non_hh_weighted,pct__all_time_weighted,pct_wear_mask_most_time_weighted,pct_wear_mask_half_time_weighted,pct_wear_mask_some_time_weighted,pct_wear_mask_none_time_weighted,pct_no_public_weighted,driving,walking,transit,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,prev_cases,total_cases,new_cases_percentages
Sweden,SWE,10285453,24.98149812,55814.51265,100.0000025,99.94000246,99.29552038,93.37938042,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,46.3,44.64,41.67,62.5,3.146666667,14.88,4.66,31.41,30.52333333,17.48333333,11.22666667,5.096666667,6.543333333,5.023333333,8.793333333,21.08666667,5.026666667,17.86666667,2.723333333,0.633333333,23.34333333,63.76,27.69333333,50.69666667,7.726666667,12.33666667,44.47333333,1.65,0.59,1.153333333,1.603333333,84.15666667,6.82,114.3166667,82.6,69.05666667,-16.66666667,-4.333333333,55,-31,-12.33333333,5.666666667,30098,30715,2
Portugal,PRT,10269417,112.2619412,36470.70677,99.90766021,95.31190784,99.60892314,84.70744585,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,71.76333333,67.55666667,70.48666667,50,0.256666667,6.196666667,2.22,13.19,9.98,8.256666667,3.45,2.493333333,2.496666667,1.543333333,4.11,11.79,2.046666667,3.806666667,11.04,0.513333333,27.79666667,68.22,46.12333333,50.07333333,4.306666667,8.896666667,45.25333333,65.44666667,20.21666667,5.463333333,1.856666667,0.573333333,2.873333333,90.78333333,50.33333333,,-28,-11.33333333,17,-45.33333333,-34.33333333,15,39737,40415,2
Ukraine,UKR,44385155,77.0296708,13341.21052,93.79082011,92.00685673,96.22435599,68.45984576,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,54.17,57.44,60.76,37.5,2.466666667,9.25,3.463333333,33.51666667,15.93,13.99333333,7.23,2.93,3.926666667,2.186666667,7.45,18.71,2.236666667,7.553333333,8.843333333,2.913333333,41.48,79.15333333,32.86,60.35,22.62,38.8,67.77333333,41.50333333,21.71,13.40666667,8.686666667,5.373333333,3.853333333,183.3966667,156.9233333,,4,11.33333333,78,-2.666666667,-27.66666667,-0.666666667,74219,76808,2
Russia,RUS,144373535,8.822067953,29181.36322,97.0899112,76.02773435,90.48222462,61.30621915,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,74.54,75.6,77.78,62.5,2.92,10.62666667,5.256666667,30.26,17.12666667,12.89,7.456666667,4.626666667,4.45,2.813333333,6.673333333,18.04333333,3.653333333,14.63333333,14.62,2.28,34.10666667,74.65666667,17.18666667,50.15,11.21666667,24.59333333,56.28,44.45,21.20666667,12.62666667,5.2,6.626666667,5.433333333,121.2633333,102.1233333,,-20.66666667,-0.333333333,52,-18.33333333,-23,-0.666666667,502436,520129,3
Jordan,JOR,10101694,112.1424983,10316.60909,98.93722265,93.81834359,97.33975414,80.55492485,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,48.15,44.64,45.83,37.5,1.653333333,6.913333333,6.146666667,28.20666667,8.933333333,20.45,8.333333333,6.7,6.04,3.24,9.976666667,12.69333333,11.88333333,5.916666667,9.653333333,1.476666667,26.53666667,69.34,40.81333333,47.15666667,12.89333333,21.34333333,51.9,32.35,22.79333333,9.856666667,8.036666667,8.146666667,12.23333333,,,,-7.333333333,6,7.666666667,-63.66666667,-13,3,1047,1086,0
Bolivia,BOL,11513100,10.48014585,9086.060696,92.84873518,,60.71693757,22.93827129,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,96.3,73.21,77.08,50,3.49,10.27333333,4.513333333,12.96666667,22.10666667,12.20333333,13.46666667,6.07,5.586666667,3.036666667,15.64333333,27.07,6.31,7.466666667,1.803333333,0.243333333,19.04,61.93,3.18,24.68333333,4.346666667,3.28,29.85666667,57.88,13.34666667,3.9,2.876666667,1.223333333,15.52333333,,,,-82.33333333,-77.33333333,-77.33333333,-82.66666667,-62.33333333,34,3577,4088,2
Hungary,HUN,9769949,107.9814868,33978.95509,99.99999749,89.57276198,97.99087339,95.67874783,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,52.78,58.63,53.82,87.5,0.583333333,9.64,3.916666667,27.13,13.39,12.45333333,5.846666667,2.626666667,4.96,1.643333333,5.273333333,15.36,1.656666667,2.426666667,7.106666667,1.193333333,43.57666667,71.29333333,40.27333333,67.40333333,16.13333333,22.54,68.81333333,45.88666667,27.76333333,9.806666667,6.206666667,2.22,2.763333333,158.35,108.6366667,,4.333333333,1.666666667,111.3333333,-17,-31,4,4347,4380,0
Colombia,COL,50339443,44.74870212,15643.73145,97.30010961,73.23342574,89.62535776,16.98648896,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,87.04,85.71,87.5,75,3.56,11.39333333,3.583333333,9.566666667,16.72666667,13.66333333,11.2,4.56,5.973333333,4.963333333,8.83,24.32,5.103333333,12.02,5.986666667,3.116666667,30.18,58.27666667,11.88666667,35.90666667,4.446666667,17.26666667,40.06666667,70.78,7.053333333,1.183333333,0.943333333,1.403333333,12.54,122.03,149.3733333,,-48,-24.33333333,-39.66666667,-47.66666667,-29,19.33333333,128638,140776,3
South Africa,ZAF,58558270,47.63011978,12999.12026,92.67870194,,75.7470984,,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,76.85,79.76,80.56,75,4.556666667,14.87666667,4.736666667,13.61,25.00333333,15.99333333,8.44,6.736666667,5.583333333,3.56,8.55,25.29666667,6.476666667,12.09,13.68666667,2.333333333,38.51,64.04666667,37.02,48.52333333,9.546666667,17.58333333,39.77,71.32,12.22,2.986666667,0.796666667,0.393333333,5.176666667,68.06666667,67.28666667,,-32.66666667,-12.33333333,-28.33333333,-51.66666667,-25.66666667,17.66666667,80412,87715,3
Sweden,SWE,10285453,24.98149812,55814.51265,100.0000025,99.94000246,99.29552038,93.37938042,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,46.3,44.64,41.67,62.5,2.99,12.97666667,4.426666667,30.60333333,25.83,16.85666667,10.39,4.546666667,5.956666667,4.183333333,8.64,20.18333333,3.463333333,15.62,3.74,1.06,26.5,67.59,32.33,54.79666667,8.623333333,13.49666667,47.56,1.08,1.003333333,1.206666667,1.73,85.76666667,5.333333333,138.5733333,110.3666667,78.92666667,-2.666666667,4.666666667,146.6666667,-18.66666667,-12.66666667,4,36411,37958,3
Mexico,MEX,127575529,64.91462641,20410.70657,99.31821889,42.8703099,91.18305556,50.40509924,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,70.83,57.74,67.36,0,3.963333333,10.88333333,5.053333333,22.36666667,17.55333333,18.38,16.28666667,6.946666667,8.006666667,6.366666667,11.49333333,25.3,6.333333333,26.57666667,6.206666667,2.933333333,29.85,62.70666667,14.61333333,37.1,6.336666667,22.59333333,43.16,64.05666667,13.77666667,2.363333333,1.953333333,1.99,9.983333333,101.0433333,101.43,44.62666667,-42.33333333,-12,-38,-45.33333333,-27.66666667,15.33333333,323802,338046,3
Slovakia,SVK,5454073,113.2855865,34177.95276,99.78773411,99.78773411,97.93813039,82.51972016,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,70.67666667,72.81333333,70.36666667,87.5,0.416666667,8.78,3.736666667,24.48333333,15.16666667,9.44,4.483333333,3.2,0.956666667,0.936666667,7.716666667,15.96666667,1.57,1.35,6.85,0.556666667,28.49333333,69.07,33.45,60.83666667,9.173333333,16.94,57.94666667,60.03,24.71,5.066666667,3.416666667,0.896666667,1.45,95.65333333,83.35666667,61.70666667,-34.33333333,-27.33333333,24.66666667,-34.33333333,-17.33333333,6,1521,1522,0
Albania,ALB,2854191,104.6122628,14495.07851,91.03922767,70.02314984,97.71836838,39.85545028,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,53.7,56.55,57.64,50,11.68333333,13.70666667,11.57,24.19333333,18.08333333,22.72333333,15.49333333,12.61,12.16,11.58,17.67666667,21.71333333,8.856666667,30.09666667,14.44333333,5.466666667,31.21333333,69.61333333,52.34,46.32666667,17.27333333,18.12333333,49.24666667,22.59333333,18.14,16.75,13.24666667,10.34,5.793333333,219.9933333,155.6366667,,,,,,,,8275,8605,3
Albania,ALB,2854191,104.6122628,14495.07851,91.03922767,70.02314984,97.71836838,39.85545028,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,53.7,56.55,57.64,50,4.82,9.723333333,5.596666667,20.18666667,6.973333333,12.7,10.73333333,5.833333333,3.543333333,6.493333333,9.08,19.07,4.576666667,31.78666667,11.60666667,7.4,33.57666667,70.70333333,60.04333333,42.58,18.87,15.95666667,49.34333333,17.11,23.13,14.7,10.68,12.05,11.78666667,221.59,165.3733333,,,,,,,,6536,6817,3
Ireland,IRL,4941444,70.65344753,88240.90103,97.39454461,97.32282428,91.24518131,82.41360394,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,38.89,54.76,47.22,100,0.42,7.06,2.71,16.28333333,13.4,12.74666667,4.016666667,1.886666667,3.063333333,1.6,4.213333333,13.20333333,1.633333333,3.143333333,10.66666667,2.286666667,30.39333333,74.28333333,42.91333333,56.74,11.29,9.563333333,48.10333333,39.84,28.72666667,14.39333333,4.983333333,3.776666667,1.866666667,154.7166667,93.17333333,60.36,-21,0.666666667,68.33333333,-30.66666667,-32.33333333,8.333333333,25942,26065,2
Yemen,YEM,29161922,53.97785291,3688.519849,63.47347434,,59.05300312,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.71333333,37.10333333,43.28666667,0,4.596666667,13.58333333,2.32,27.55333333,13.17666667,17.76,7.803333333,2.396666667,6.323333333,3.55,10.62666667,22.37666667,0,26.03,6.143333333,0.28,31.55,67.8,25.96,44.91,18.34666667,26.86666667,56.92,11.96666667,9.413333333,6.826666667,6.86,41.57,15.19333333,,,,-13.33333333,-9.333333333,-17,-16.66666667,-15.66666667,5.666666667,10,12,0
Italy,ITA,60297396,205.4183722,44196.6931,99.44273388,95.03961456,98.77243267,96.20801357,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,63.89,66.37,69.1,50,0.403333333,5.863333333,2.44,12.37333333,13.52,10.49666667,4.4,2.253333333,2.586666667,0.796666667,4.766666667,12.26666667,2.44,3.42,9.973333333,0.926666667,21.95666667,66.68333333,33.41,57.87333333,4.203333333,5.45,40.07,76.92,12.66,1.563333333,0.58,0.36,3.503333333,77.81333333,51.87333333,30.67666667,-33.66666667,-12,2,-40,-29,11,231139,232248,1
Oman,OMN,4974986,15.6041454,29052.4974,91.93807842,90.27503841,99.99999868,,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,96.29333333,89.88,94.44666667,62.5,3.186666667,4.346666667,2.296666667,11.85333333,6.53,15.98,9.723333333,4.026666667,4.77,2.003333333,4.386666667,17.83333333,5.736666667,22.77666667,14.61,3.973333333,35.79333333,51.95333333,28.69333333,27.14333333,1.906666667,2.56,21.83,66.83,13.07333333,2.193333333,0.783333333,3.85E-15,9.02,,,,-39,-26.33333333,-42,-58.66666667,-33,17,74858,77058,3
Colombia,COL,50339443,44.74870212,15643.73145,97.30010961,73.23342574,89.62535776,16.98648896,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,87.04,85.71,87.5,75,2.123333333,8.986666667,2.826666667,8.526666667,13.04666667,12.28666667,9.696666667,3.59,5.243333333,2.943333333,8.72,7.733333333,16.10333333,7.83,4.506666667,0.69,27.26333333,56.44666667,10.09,37.68333333,4.963333333,15.47666667,42.12,71.46666667,6.71,1.253333333,0.706666667,1.666666667,13.77333333,64.56666667,71.58333333,,-59,-37.33333333,-49.33333333,-55.66666667,-36.66666667,21.33333333,65633,71183,3
Nicaragua,NIC,6545502,53.72704836,5631.201573,81.52476354,51.60051104,74.43473081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11.11,9.52,11.11,0,4.906666667,15.41333333,7.076666667,14.66666667,21.23333333,16.48333333,14.37,8.38,8.233333333,7.336666667,13.02666667,25.54666667,7.086666667,19.38333333,6.523333333,2.603333333,40.15333333,65.61,26.69666667,48.15333333,25.99,34.25333333,55.95666667,63.91,13.00666667,4.536666667,2.736666667,1.363333333,7.526666667,,,,-17.33333333,-7,-10.66666667,-21.66666667,-13.66666667,6.666666667,4668,4818,2
Ireland,IRL,4941444,70.65344753,88240.90103,97.39454461,97.32282428,91.24518131,82.41360394,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,83.33,76.19,72.22,100,0.99,9.99,2.956666667,18.92,18.83333333,16.04666667,5.626666667,3.22,4.356666667,1.326666667,4.57,15.12,2.59,7.246666667,6.59,1.146666667,25.85333333,60.10333333,9.813333333,37.01333333,2.27,4.406666667,27.91,9.65,6.99,9.35,6.186666667,55.29333333,8.706666667,59.98,45.83666667,24.49666667,-59.33333333,-5.333333333,-31,-45.33333333,-55,22.33333333,24200,24315,2
Germany,DEU,83132799,237.3075967,56052.42207,100,99.8,99.22503756,97.23319826,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,49.54,55.06,57.99,37.5,0.79,12.02666667,5.35,34.66333333,20.65,17.46,7.4,3.36,4.546666667,1.443333333,5.483333333,18.38333333,1.633333333,7.676666667,19.36333333,4.566666667,31.83666667,66.23,42.11,58.66333333,12.11333333,16.51333333,57.23333333,45.08666667,32.96333333,10.83,3.103333333,1.623333333,0.99,140.1133333,139.8,130.1566667,1,-2.333333333,108,-13,-21.33333333,3,250799,253474,2
France,FRA,67059887,122.2994372,49435.17994,100.0000015,97.85376001,98.65001155,88.37135721,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,65.28,68.15,67.01,75,0.916666667,9.276666667,3.946666667,26.75,16.30333333,13.36,5.583333333,3.483333333,3.763333333,1.416666667,5.326666667,13.62333333,3.4,4.296666667,9.223333333,1.296666667,37.93666667,53.78333333,40.96666667,57.32,9.003333333,11.53,54.19,36.87666667,28.37,12.45,10.05333333,4.843333333,1.89,120.3433333,83.54,92.67,-19,-4,33,-30,-30,9.666666667,157220,157716,1
Vietnam,VNM,96462106,308.1252459,8374.444328,94.71880561,,83.51504947,,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,51.85,54.76,59.72,25,0.673333333,7.48,1.156666667,13.72,10.92,12.08333333,6.206666667,1.613333333,1.823333333,1.046666667,3.63,8.443333333,2.803333333,4.326666667,7.746666667,2.903333333,58.34333333,58.32333333,43.11666667,38.03666667,32.15333333,19.76333333,50.58,33.29333333,20.27,14.26666667,5.006666667,8.24,7.306666667,112.7033333,117.11,,-11.66666667,4.666666667,-16.33333333,-4.333333333,2,5.333333333,353,355,0
Hungary,HUN,9769949,107.9814868,33978.95509,99.99999749,89.57276198,97.99087339,95.67874783,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,49.07,52.68,51.04,62.5,0.693333333,10.58666667,3.82,26.03333333,16.06,11.55,6.593333333,2.816666667,3.263333333,1.646666667,4.76,14.51666667,2.11,2.6,8.306666667,1.4,31.74666667,65.50666667,42.74,67.4,21.79666667,20.59666667,66.20666667,46.19666667,26.39666667,9.533333333,5.513333333,2.936666667,3.436666667,183.34,128.8633333,,-14.66666667,-32,198.3333333,-25.66666667,-55,6.666666667,5002,5098,1
Afghanistan,AFG,38041754,56.93776001,2293.551684,67.06462342,,43.41761001,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21.3,30.95,36.11,0,19.8,15.71333333,13.73333333,24.68,23.99666667,25.93333333,21.61666667,15.98,16.08666667,17.95,19.32,30.65,15.18,42.27,25.87,15.12,54.45,53.84666667,36.53,40.26333333,37.16333333,32.57333333,48.21666667,18.54666667,10.21,8.623333333,8.74,23.09666667,6.173333333,,,,,,10.33333333,,-1,1,38288,38324,0
Libyan Arab Jamahiriya,LBY,6777452,3.795632381,15803.05638,98.52894737,,100,26.11147741,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,89.81,68.15,79.51,0,6.29,11.57,5.246666667,31.44333333,16.91,22.95333333,15.78333333,7.843333333,9.516666667,10.11333333,12.17333333,29.09,4.72,36.11333333,8.926666667,5.473333333,28.78,55.30333333,24.89333333,51.04,20.52,4.876666667,57.27333333,17.41333333,18.78,10,8.996666667,17.28333333,18.22,,,,-12.33333333,,,,-16.66666667,-2.333333333,12629,13423,3
Ireland,IRL,4941444,70.65344753,88240.90103,97.39454461,97.32282428,91.24518131,82.41360394,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,70.83,75.3,71.18,100,0.766666667,9.166666667,3.433333333,15.71666667,18.57666667,13.8,7.01,3.11,3.633333333,1.363333333,5.103333333,13.02333333,3.13,5.86,14.84333333,3.86,30.94,70.88666667,44.12666667,57.11,11.83,8.593333333,48.74333333,57.15666667,22.46,9.04,2.293333333,1.226666667,0.726666667,135.5633333,94.70666667,62.47,-17.66666667,0.666666667,65.66666667,-28.33333333,-14.33333333,5,28579,28760,2
Japan,JPN,126264931,347.0734584,43235.71757,99.01020833,98.45370749,99.89470757,98.76035784,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,24.07,36.31,29.86,75,0.79,6.67,0.536666667,8.24,9.233333333,8.943333333,4.433333333,1.28,1.6,0.326666667,2.79,7.9,0.846666667,1.876666667,1.86,0.573333333,27.62333333,70.30666667,41.2,37.77666667,6.46,23.48666667,32.14,78.52666667,11.51333333,2.836666667,1.26,0.866666667,1.136666667,98.48333333,75.95666667,101.9733333,-14.66666667,-3.666666667,-20.33333333,-22,-11.66666667,6.666666667,19775,20174,0
United Kingdom,GBR,66834405,274.7089819,48709.70114,100.0000015,99.98877925,99.11029548,97.75451456,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,66.2,66.37,60.76666667,100,1.456666667,11.74,4.763333333,23.60666667,22.56666667,22.16666667,9.24,3.95,5.576666667,1.896666667,5.356666667,19.19666667,4.62,3.76,20.63,5.033333333,25.23333333,60.17,39.79,53.24666667,10.07,12.70666667,45.59,38.16,26.29,16.71333333,5.95,3.753333333,3.06,127.7166667,129.6233333,78.46333333,-13,-14.66666667,98.33333333,-31.66666667,-29,6,331644,334467,2
Kazakhstan,KAZ,18513930,6.769825721,27443.57117,95.62750722,89.51225143,97.87370168,,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,77.31,72.92,80.9,25,2.5,7.116666667,3.996666667,23.79,14.52333333,9.69,5.596666667,3.816666667,3.126666667,2.643333333,6.15,13.71333333,2.633333333,4.83,13.59,0.87,40.81,73.14666667,31.84666667,49.94,15.56333333,27.94,55.39,47.95,21.14333333,9.176666667,5.396666667,1.186666667,7.613333333,,,,-2,6.666666667,28.66666667,17.33333333,-8.333333333,-1.666666667,12511,12859,1
Dominican Republic,DOM,10738958,219.9785759,19182.40915,96.69022475,,83.89320632,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,78.7,67.86,75,25,3.973333333,12.92,5.623333333,15.50666667,15.03666667,18.41,10.93,6.906666667,7.4,5.94,9.3,25.38333333,5.433333333,28.99666667,20.18666667,7.313333333,33.51,55.33333333,20.02666667,46.30666667,10.83333333,19.71666667,47.70666667,71.96666667,7.11,1.38,0.736666667,0.093333333,10.13,,,,-39,-21.33333333,-34.33333333,-48,-30,13.66666667,83134,85545,3
Costa Rica,CRI,5047561,97.91306306,20434.40843,99.70151391,93.80279699,97.81836025,,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,66.66666667,59.52,61.11,50,1.333333333,10.19333333,4.416666667,16.10333333,15.83333333,16.02666667,10.24333333,4.533333333,6.086666667,2.426666667,9.176666667,24.55666667,3.466666667,12.39666667,5.316666667,1.356666667,33.26666667,58.97666667,14.39666667,35.92666667,4.64,24.9,39.19333333,73.42333333,8.983333333,1.926666667,0.98,0.376666667,7.903333333,,,,-41,-25.33333333,-48,-49.66666667,-35,17,19837,21070,3
Chile,CHL,18952038,25.18944607,25154.99282,99.8327912,98.63916973,100.0000014,77.46482309,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,76.7,70.13666667,75.58,37.5,1.426666667,13.18,3.923333333,11.75,21.16666667,14.24,12.1,6.113333333,6.116666667,2.763333333,11.58666667,30.31,6.283333333,11,4.473333333,1.02,29.18666667,54.35333333,3.37,30.82333333,2.456666667,19.5,38.34666667,76.35333333,5.486666667,1.143333333,0.593333333,0.203333333,11.57666667,46.96333333,34.18,,-59.66666667,-34.33333333,-60,-60,-44.33333333,25,31721,37040,3
Morocco,MAR,36471769,80.72851893,7826.167677,86.77851266,70.26643983,88.50364407,38.75015085,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,64.81,70.24,69.44,75,2.036666667,6.626666667,4.746666667,24.46333333,9.413333333,12.12666667,5.283333333,5.023333333,4.3,2.01,6.55,13.81333333,2.306666667,6.4,10.52333333,5.003333333,36.66666667,64.46333333,39.63333333,44.18,7.22,19.38333333,46.13333333,40.81,25.91333333,10.04333333,3.993333333,1.786666667,6.7,85.88333333,50.86333333,,-20.66666667,-6.666666667,-7.666666667,-28.66666667,-14,9,12969,13822,2
Belgium,BEL,11484055,377.3795905,54545.15088,100.0000033,99.52318898,99.4860602,97.10018224,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,51.85,61.31,56.94,87.5,0.936666667,11.96,6.17,33.85666667,22.64333333,19.48,7.773333333,4.81,4.64,1.696666667,5.156666667,16.23666667,2.183333333,5.926666667,11.51,2.056666667,38.77333333,59.15666667,32.61666667,55.65666667,6.406666667,11.05333333,45.81,24.85666667,25.55,19.58666667,11.95666667,9.393333333,2.87,128.7133333,124.22,78.49666667,-14,-4.333333333,50.66666667,-24.33333333,-19.66666667,8,60851,61080,1
Indonesia,IDN,270625568,147.7521901,12301.7529,89.34401223,,73.12838737,,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,62.5,56.85,62.15,25,3.186666667,12.09666667,2.61,26.75666667,12.23,17.08666667,6.293333333,4.28,5.64,1.9,4.02,15.06333333,14.30666667,9.633333333,21.45666667,10.16333333,41.06,40.04666667,20.91,23.25666667,18.87666667,5.796666667,36.34,60.23333333,12.83666667,6.686666667,2.14,1.023333333,6.766666667,103.3066667,70.22,,-13.66666667,1.333333333,-9,-32.33333333,-23,11,115056,118753,1
